"","gender","age","country","country_en","country_mi","ethniceng","ethnicmri","ethnicwsm","ethniccok","ethnicton","ethnicniu","ethnicchn","ethnicind","ethnicother","ethnicother_en","ethnicother_mi","languages","handed","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","hairlength","travel","timetravel","bagweightraw","bagweight","bagcarry","favlearning","favlearningmo","memory","reaction","sport","sport_en","techtv","techmp3","techinternet","techmobinternet","techfacebook","techtwitter","techbebo","techmyspace","techskype","techconsole","technone","cellmonths","onlinemusic","onlinevideo","onlinegame","onlinefriend","onlineschool","onlineother","onlinenone","bedtime","waketime","favtvshow","favtvshow_en","importwarm","importpollution","importrecycling","importwater","importlifestyle","importenergy","importgovern","importcomputer","region","year"
"19372","male","13","Germany","DEU","DEU","no","no","no","no","no","no","no","no","Dutch","Dutch","","2","right","180","26","177","17","34","NA","80","90","24","bus","25","500","500","two","social","health","36","0.312","Soccer","Soccer","no","no","yes","no","yes","no","no","no","yes","yes","no","13","yes","no","yes","no","yes","no","no","10:30:00","7:00:00","Seven days","NA","0","-32","-31","100","100","-3","100","100",3,10
"15550","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","3","right","156","25","166","15","34","NA","85","80","34","NA","NA","5000","5000","one","social","mathstats","36","0.392","Netball","Netball","no","yes","yes","no","yes","no","no","no","no","no","no","2","yes","no","no","yes","yes","no","no","9:15:00","6:45:00","We can be heroes","NA","100","100","1","1","1","59","0","-100",7,9
"6488","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","166","23","167","14","30","NA","NA","NA","300","motor","15","7000","7000","one","health","languages","57","0.429","Walking or hiking","Walking or hiking","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","3","yes","yes","yes","yes","yes","no","no","11:00:00","7:15:00","Glee","Glee","0","53","53","15","78","4","-9","59",16,9
"23627","female","13","england","GBR","GBR","no","no","yes","no","no","no","yes","no","French, German, American","","NA","2","ambi","163","27","176","16","33","45","95","95","480","motor","7","300","300","one","arts","science","46","0.404","Netball","Netball","no","yes","yes","yes","yes","no","no","no","yes","yes","no","7","yes","yes","yes","yes","no","no","yes","11:00:00","7:45:00","Castle","Castle","59","87","51","100","74","42","-10","8",3,10
"3496","male","11","saudia arabia","SAU","SAU","no","no","no","no","no","no","no","no","arabic","","NA","2","left","147","22","149","17","NA","40","78","80","10","motor","20","2000","2000","two","mathstats","mathstats","39","0.421","Soccer","Soccer","yes","yes","yes","yes","yes","no","no","no","no","yes","no","2","yes","yes","yes","yes","yes","no","no","10:00:00","7:15:00","Espn","NA","-7","-2","-36","-14","-7","-8","-12","-1",6,7
"9864","male","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","177","28","176","20","35","NA","98","107","50","bus","50","1200","1200","one","technology","social","38","0.344","Cycling","Cycling","no","yes","yes","no","yes","no","no","no","yes","no","no","3","no","yes","yes","yes","yes","no","no","11:30:00","6:45:00","Family guy","Family Guy","85","65","-20","94","62","59","68","-51",10,11
"18218","female","13","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","","","","NA","right","161","21","154","NA","31","NA","85","76","33","bus","30","2","NA","one","arts","mathstats","49","0.734","Running or jogging","Running or jogging","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","5","yes","yes","yes","yes","no","no","no","3:45:00","7:15:00","Deal or no deal home and away","Deal or No Deal","97","16","47","67","95","8","-62","-96",2,9
"23320","female","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","158","23","158","16","34","43","NA","NA","36","bus","10","1700","1700","one","health","health","41","0.48","Cycling","Cycling","yes","yes","yes","yes","no","no","no","no","yes","yes","no","11","yes","yes","yes","yes","yes","no","no","9:30:00","6:30:00","Simpsons","The Simpsons","43","63","72","12","79","82","-41","100",3,7
"11446","female","13","india","IND","IND","no","no","no","no","no","no","no","yes","","","","3","left","160","22","160","17","31","40","85","100","342","motor","15","4025","4000","two","technology","arts","51","0.343","Netball","Netball","no","yes","yes","yes","yes","no","no","no","yes","yes","no","8","yes","yes","yes","no","yes","no","no","11:30:00","7:15:00","The mentalist","The Mentalist","0","0","0","0","100","1","1","100",3,9
"11395","male","13","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","","","","1","ambi","174","26","179","18","35","44","96","96","46","walk","NA","3000","3000","diagonal","health","mathstats","61","0.354","Basketball","Basketball","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","2","no","no","yes","yes","no","no","no","11:30:00","7:00:00","Misfits","Misfits","-61","-88","-19","-83","-13","-60","-77","100",3,9
"14388","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","172","24","173","16","34","48","NA","NA","24","motor","7","NA","NA","one","health","health","34","0.312","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","yes","yes","yes","yes","yes","no","no","no","no","yes","no","3","yes","yes","yes","yes","yes","no","no","10:30:00","6:15:00","Castle","Castle","32","34","34","31","30","28","25","-8",3,9
"24179","female","16","japan","NA","NA","no","no","no","no","no","no","no","no","JAPANESE","Japanese","","2","right","156","22","157","14","32","37","70","75","230","bus","25","5000","5000","two","arts","english","37","NA","Other","Other","no","no","yes","no","no","no","no","no","no","no","no","4","no","no","no","yes","no","no","no","11:00:00","7:00:00","","None","2","2","2","2","51","24","2","3",16,11
"10631","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","181","20","178","16","32","47","90","80","520","motor","15","900","900","two","english","english","37","0.312","Netball","Netball","yes","yes","yes","yes","yes","yes","no","no","yes","yes","no","17","yes","no","yes","yes","no","no","yes","2:15:00","6:45:00","Family guy","Family Guy","87","19","-10","-20","44","6","0","-14",7,10
"24135","male","14","newzealand","NZL","NZL","no","no","no","no","no","no","no","no","dutch","Dutch","","3","right","168","28","169","16","36","45","94","85","76","bike","20","4600","4600","two","technology","english","50","0.649","Cycling","Cycling","yes","no","yes","no","yes","no","no","no","no","no","no","18","no","no","yes","yes","yes","no","no","9:30:00","7:00:00","7 days","Seven Days","0","-28","-28","-28","50","-28","1","1",5,10
"3668","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","138","23","137","15","28","NA","60","65","45","motor","5","2500","2500","one","health","health","38","2.018","Rugby","Rugby","no","no","yes","no","no","no","no","no","no","yes","no","NA","no","no","no","no","no","no","no","8:00:00","5:00:00","Man v willed","Man vs. Wild","NA","NA","-87","NA","NA","NA","NA","NA",14,7
"21641","male","17","sri lanka","LKA","LKA","no","no","no","no","no","no","no","no","sri lankan","Sri Lankan","","2","right","173","25","180","17","34","47","90","90","70","walk","10","1500","1500","one","science","arts","64","0.57","Basketball","Basketball","no","no","yes","yes","yes","no","no","no","yes","no","no","12","yes","yes","yes","yes","yes","no","no","12:00:00","7:00:00","Chuck","Chuck","38","13","25","-22","80","61","-11","96",3,11
"19395","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","184","36","180","16","35","NA","70","75","26","bus","25","0","0","two","social","arts","35","0.406","Skateboarding","Skateboarding","yes","yes","yes","yes","yes","no","yes","no","yes","yes","no","24","yes","yes","yes","yes","yes","no","no","9:30:00","8:45:00","Family guy","Family Guy","-26","11","-46","55","29","64","-71","21",2,10
"9275","male","9","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","ambi","130","21","120","20","NA","36","65","60","60","motor","5","3100","3100","two","mathstats","arts","54","0.531","Soccer","Soccer","no","no","yes","no","no","no","no","no","no","yes","no","NA","no","no","yes","no","yes","no","no","9:30:00","6:15:00","Phines and fube","Phineas and Ferb","1","22","43","24","71","-21","7","-10",10,5
"13197","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","166","24","171","NA","NA","45","NA","NA","NA","walk","10","5","NA","two","health","mathstats","42","0.92","Soccer","Soccer","no","yes","yes","yes","yes","no","yes","no","yes","yes","no","1","yes","yes","no","yes","yes","no","no","11:00:00","7:00:00","Glee","Glee","29","29","30","29","100","28","30","-31",7,8
"13470","female","14","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","","","","3","right","169","23","169","16","33","40","NA","NA","30","motor","5","5000","5000","two","arts","english","36","0.411","Winter sports (skiing, snowboarding, ice skating)","Winter sports (skiing, snowboarding, ice skating)","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","15","yes","no","no","yes","no","no","no","10:15:00","7:00:00","Big bang theory","The Big Bang Theory","22","43","45","-4","100","100","100","8",6,10
"4253","female","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","154","24","160","16","31","40","70","72","340","bus","25","5000","5000","two","technology","health","34","NA","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","no","no","no","no","no","no","no","no","no","yes","no","5","no","no","yes","no","no","no","no","9:00:00","6:30:00","Spongebob squarepants","SpongeBob SquarePants","-71","-49","-30","-49","44","-38","32","100",5,7
"13572","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","164","26","NA","17","32","NA","85","85","56","walk","55","5000","5000","two","health","english","42","0.617","Netball","Netball","no","yes","yes","yes","yes","no","yes","no","yes","yes","no","11","yes","yes","no","yes","yes","no","no","9:30:00","7:00:00","","None","0","-1","4","3","9","-5","-23","23",6,9
"1554","female","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","left","151","23","156","17","29","NA","NA","NA","39","walk","14","1000","1000","one","arts","arts","62","0.422","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","yes","yes","yes","no","yes","no","no","no","yes","yes","no","12","yes","yes","yes","yes","no","no","no","10:15:00","6:00:00","Shortland street","Shortland Street","-67","-84","-52","-32","100","-69","7","66",10,7
"7480","female","12","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","3","right","156","23","156","16","30","43","85","75","400","motor","25","3000","3000","two","health","science","25","0.313","Soccer","Soccer","no","no","yes","no","yes","no","no","no","no","yes","no","8","no","yes","yes","yes","yes","no","no","10:45:00","7:00:00","","None","87","100","87","90","73","88","38","-77",3,8
"10675","female","11","india","IND","IND","no","no","no","no","no","no","no","yes","","","","4","right","156","25","164","NA","34","NA","NA","NA","47","motor","15","2","NA","two","arts","english","43","1.357","Netball","Netball","no","yes","yes","no","no","no","no","no","yes","yes","no","NA","no","yes","yes","yes","yes","no","no","10:15:00","6:45:00","Glee","Glee","-59","98","-12","-68","43","-55","39","63",3,7
"1235","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","156","24","157","15","30","NA","95","95","380","motor","35","6","NA","one","arts","science","64","0.629","Dancing","Dancing","no","yes","yes","yes","yes","no","no","no","yes","no","no","11","yes","yes","yes","yes","yes","no","no","11:15:00","7:30:00","The big bang theory","The Big Bang Theory","72","8","8","8","100","9","-13","73",16,9
"8076","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","149","21","142","15","28","40","60","64","310","motor","13","2","NA","one","arts","social","52","0.344","Horse riding","Horse riding","no","yes","yes","no","yes","no","no","no","no","yes","no","30","no","yes","no","yes","yes","no","no","9:45:00","6:45:00","Go girls","Go Girls","-9","54","5","73","21","-18","-30","-39",14,9
"14175","female","13","newzealand","NZL","NZL","no","no","yes","no","no","no","no","no","","","","2","right","180","25","NA","20","40","44","100","100","NA","walk","10","3000","3000","two","english","english","44","0.375","Netball","Netball","no","no","yes","no","yes","no","yes","no","no","no","no","11","yes","no","yes","yes","yes","no","no","10:30:00","7:00:00","Shortland street","Shortland Street","-85","-87","-89","-85","-53","-84","-84","-2",3,9
"16297","male","10","newzealand","NZL","NZL","no","no","yes","no","no","no","no","no","","","","1","left","146","26","150","19","34","NA","NA","NA","13","motor","20","100","NA","two","technology","science","64","0.781","Basketball","Basketball","no","no","yes","no","no","no","no","no","no","no","no","NA","no","no","yes","no","no","no","no","8:30:00","5:15:00","Spongebob","SpongeBob SquarePants","-25","NA","-87","-45","-63","NA","NA","-34",10,6
"10523","male","10","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","2","right","152","23","147","15","33","NA","82","84","10","walk","7","5000","5000","two","health","arts","45","0.433","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","no","no","no","no","no","yes","no","NA","yes","yes","no","yes","no","yes","no","9:30:00","7:45:00","Tom &amp; jerry","NA","100","100","100","100","90","77","65","100",3,6
"10587","male","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","ambi","175","28","170","17","37","NA","90","100","110","motor","30","7500","7500","two","arts","social","67","0.36","Running or jogging","Running or jogging","no","yes","yes","yes","yes","no","no","no","yes","yes","no","19","yes","yes","no","yes","yes","no","no","10:30:00","6:30:00","The mighty boosh","NA","56","85","57","1","91","60","100","-44",5,11
"10567","female","15","newzealand","NZL","NZL","no","no","no","no","no","no","no","no","Russian","","NA","1","right","178","23","174","18","33","NA","75","82","400","walk","5","400","400","one","arts","technology","44","0.344","Other","Other","no","yes","yes","no","yes","no","no","no","no","no","no","24","no","yes","yes","no","yes","no","no","9:00:00","7:30:00","Disney channel","Disney Channel","100","100","100","100","100","100","100","2",5,11
